date,security,price
2023-02-22T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,715
2023-02-22T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1182
2023-02-23T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1020
2023-02-23T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,715
2023-02-23T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1182
2023-02-24T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1025
2023-02-24T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,719
2023-02-24T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1188
2023-02-25T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1015
2023-02-25T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,712
2023-02-25T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1176
2023-02-26T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1015
2023-02-26T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,712
2023-02-26T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1176
2023-02-27T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1018
2023-02-27T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,714
2023-02-27T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1179
2023-02-28T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1027
2023-02-28T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,720
2023-02-28T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1190
2023-03-01T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1030
2023-03-01T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,722
2023-03-01T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1193
2023-03-02T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1030
2023-03-02T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,722
2023-03-02T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1193
2023-03-03T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1030
2023-03-03T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,722
2023-03-03T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1193
2023-03-04T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1031
2023-03-04T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,723
2023-03-04T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1194
2023-03-05T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1038
2023-03-05T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,728
2023-03-05T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1203
2023-03-06T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1035
2023-03-06T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,726
2023-03-06T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1199
2023-03-07T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1039
2023-03-07T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,729
2023-03-07T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1204
2023-03-08T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1039
2023-03-08T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,729
2023-03-08T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1204
2023-03-09T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1041
2023-03-09T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,730
2023-03-09T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1206
2023-03-10T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1032
2023-03-10T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,724
2023-03-10T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1196
2023-03-11T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1020
2023-03-11T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,715
2023-03-11T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1182
2023-03-12T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1002
2023-03-12T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,703
2023-03-12T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1161
2023-03-13T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1003
2023-03-13T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,704
2023-03-13T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1162
2023-03-14T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1003
2023-03-14T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,704
2023-03-14T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1162
2023-03-15T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1005
2023-03-15T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,705
2023-03-15T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1164
2023-03-16T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1009
2023-03-16T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,708
2023-03-16T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1169
2023-03-17T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1011
2023-03-17T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,709
2023-03-17T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1171
2023-03-18T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1011
2023-03-18T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,709
2023-03-18T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1171
2023-03-19T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,1011
2023-03-19T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,709
2023-03-19T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1171
2023-03-20T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,993
2023-03-20T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,696
2023-03-20T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1150
2023-03-21T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,999
2023-03-21T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,701
2023-03-21T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1157
2023-03-22T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,994
2023-03-22T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,697
2023-03-22T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1152
2023-03-23T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,994
2023-03-23T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,697
2023-03-23T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1152
2023-03-24T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,994
2023-03-24T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,697
2023-03-24T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1152
2023-03-25T23:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,994
2023-03-25T23:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,697
2023-03-25T23:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1152
2023-03-26T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,989
2023-03-26T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,694
2023-03-26T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1146
2023-03-27T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,990
2023-03-27T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,694
2023-03-27T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1147
2023-03-28T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,989
2023-03-28T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,694
2023-03-28T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1146
2023-03-29T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,991
2023-03-29T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,695
2023-03-29T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1148
2023-03-30T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,991
2023-03-30T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,695
2023-03-30T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1148
2023-03-31T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,988
2023-03-31T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,693
2023-03-31T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1145
2023-04-01T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,998
2023-04-01T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,700
2023-04-01T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1156
2023-04-02T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,981
2023-04-02T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,688
2023-04-02T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1137
2023-04-03T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,984
2023-04-03T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,690
2023-04-03T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1140
2023-04-04T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,981
2023-04-04T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,688
2023-04-04T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1137
2023-04-05T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,985
2023-04-05T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,691
2023-04-05T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1141
2023-04-06T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,980
2023-04-06T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,687
2023-04-06T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1135
2023-04-07T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,980
2023-04-07T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,687
2023-04-07T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1135
2023-04-08T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,984
2023-04-08T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,690
2023-04-08T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1140
2023-04-09T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,984
2023-04-09T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,690
2023-04-09T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1140
2023-04-10T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,980
2023-04-10T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,687
2023-04-10T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1135
2023-04-11T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,980
2023-04-11T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,687
2023-04-11T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1135
2023-04-12T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,972
2023-04-12T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,682
2023-04-12T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1126
2023-04-13T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,957
2023-04-13T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,671
2023-04-13T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1109
2023-04-14T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,957
2023-04-14T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,671
2023-04-14T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1109
2023-04-15T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,957
2023-04-15T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,671
2023-04-15T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1109
2023-04-16T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,955
2023-04-16T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,670
2023-04-16T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1106
2023-04-17T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,955
2023-04-17T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,670
2023-04-17T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1106
2023-04-18T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,923
2023-04-18T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,647
2023-04-18T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1069
2023-04-19T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,922
2023-04-19T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,647
2023-04-19T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1068
2023-04-20T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,910
2023-04-20T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,638
2023-04-20T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1054
2023-04-21T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,907
2023-04-21T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,636
2023-04-21T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1051
2023-04-22T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,907
2023-04-22T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,636
2023-04-22T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1051
2023-04-23T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,907
2023-04-23T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,636
2023-04-23T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1051
2023-04-24T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,902
2023-04-24T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,633
2023-04-24T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1045
2023-04-25T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,911
2023-04-25T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,639
2023-04-25T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1055
2023-04-26T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,903
2023-04-26T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,633
2023-04-26T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1046
2023-04-27T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,902
2023-04-27T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,633
2023-04-27T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1045
2023-04-28T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,902
2023-04-28T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,633
2023-04-28T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1045
2023-04-29T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,903
2023-04-29T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,633
2023-04-29T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1046
2023-04-30T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,901
2023-04-30T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,632
2023-04-30T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1044
2023-05-01T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,898
2023-05-01T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,630
2023-05-01T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1040
2023-05-02T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,895
2023-05-02T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,628
2023-05-02T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1037
2023-05-03T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,896
2023-05-03T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,628
2023-05-03T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1038
2023-05-04T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,883
2023-05-04T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,619
2023-05-04T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1023
2023-05-05T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,879
2023-05-05T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,617
2023-05-05T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1018
2023-05-06T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,874
2023-05-06T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,613
2023-05-06T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1013
2023-05-07T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,874
2023-05-07T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,613
2023-05-07T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1013
2023-05-08T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,870
2023-05-08T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,610
2023-05-08T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1008
2023-05-09T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,871
2023-05-09T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,611
2023-05-09T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1009
2023-05-10T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,874
2023-05-10T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,613
2023-05-10T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1013
2023-05-11T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,873
2023-05-11T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,612
2023-05-11T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1011
2023-05-12T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,871
2023-05-12T22:00:00.000Z,afc803dc-c919-4bb1-b35d-d506f460cfe4,611
2023-05-12T22:00:00.000Z,0454954a-5531-4488-8f48-eebe346c2cbe,1009
2023-05-13T22:00:00.000Z,5b70a7f4-1978-4e1f-820f-5684230521cc,883
